customer_id,txn_date,txn_type,txn_amount
249,2020-01-14T00:00:00.000Z,deposit,336
122,2020-01-29T00:00:00.000Z,deposit,397
59,2020-01-20T00:00:00.000Z,deposit,924
36,2020-01-30T00:00:00.000Z,deposit,149
74,2020-01-13T00:00:00.000Z,deposit,229
238,2020-01-18T00:00:00.000Z,deposit,896
334,2020-01-15T00:00:00.000Z,deposit,933
143,2020-01-29T00:00:00.000Z,deposit,807
406,2020-01-26T00:00:00.000Z,deposit,795
465,2020-01-28T00:00:00.000Z,deposit,955
230,2020-01-21T00:00:00.000Z,deposit,675
487,2020-01-15T00:00:00.000Z,deposit,39
346,2020-01-21T00:00:00.000Z,deposit,916
356,2020-01-11T00:00:00.000Z,deposit,568
142,2020-01-16T00:00:00.000Z,deposit,517
81,2020-01-25T00:00:00.000Z,deposit,403
128,2020-01-26T00:00:00.000Z,deposit,410
205,2020-01-02T00:00:00.000Z,deposit,608
380,2020-01-03T00:00:00.000Z,deposit,487
387,2020-01-22T00:00:00.000Z,deposit,180
95,2020-01-03T00:00:00.000Z,deposit,19
388,2020-01-09T00:00:00.000Z,deposit,833
91,2020-01-11T00:00:00.000Z,deposit,856
144,2020-01-14T00:00:00.000Z,deposit,559
68,2020-01-20T00:00:00.000Z,deposit,574
475,2020-01-03T00:00:00.000Z,deposit,552
247,2020-01-01T00:00:00.000Z,deposit,930
120,2020-01-23T00:00:00.000Z,deposit,824
500,2020-01-16T00:00:00.000Z,deposit,227
384,2020-01-12T00:00:00.000Z,deposit,352
311,2020-01-17T00:00:00.000Z,deposit,918
287,2020-01-22T00:00:00.000Z,deposit,658
112,2020-01-08T00:00:00.000Z,deposit,945
284,2020-01-30T00:00:00.000Z,deposit,257
67,2020-01-22T00:00:00.000Z,deposit,79
70,2020-01-08T00:00:00.000Z,deposit,786
236,2020-01-27T00:00:00.000Z,deposit,356
234,2020-01-03T00:00:00.000Z,deposit,236
420,2020-01-24T00:00:00.000Z,deposit,151
430,2020-01-20T00:00:00.000Z,deposit,829
330,2020-01-26T00:00:00.000Z,deposit,540
162,2020-01-10T00:00:00.000Z,deposit,123
394,2020-01-04T00:00:00.000Z,deposit,854
217,2020-01-08T00:00:00.000Z,deposit,783
5,2020-01-15T00:00:00.000Z,deposit,974
382,2020-01-03T00:00:00.000Z,deposit,140
137,2020-01-06T00:00:00.000Z,deposit,881
327,2020-01-14T00:00:00.000Z,deposit,299
412,2020-01-01T00:00:00.000Z,deposit,381
257,2020-01-20T00:00:00.000Z,deposit,493
416,2020-01-16T00:00:00.000Z,deposit,756
320,2020-01-10T00:00:00.000Z,deposit,725
109,2020-01-01T00:00:00.000Z,deposit,429
348,2020-01-22T00:00:00.000Z,deposit,26
375,2020-01-19T00:00:00.000Z,deposit,647
344,2020-01-07T00:00:00.000Z,deposit,816
261,2020-01-25T00:00:00.000Z,deposit,746
166,2020-01-22T00:00:00.000Z,deposit,957
367,2020-01-29T00:00:00.000Z,deposit,239
352,2020-01-21T00:00:00.000Z,deposit,416
108,2020-01-30T00:00:00.000Z,deposit,530
481,2020-01-02T00:00:00.000Z,deposit,42
331,2020-01-17T00:00:00.000Z,deposit,951
133,2020-01-10T00:00:00.000Z,deposit,279
293,2020-01-15T00:00:00.000Z,deposit,541
172,2020-01-12T00:00:00.000Z,deposit,548
215,2020-01-27T00:00:00.000Z,deposit,822
218,2020-01-29T00:00:00.000Z,deposit,208
20,2020-01-18T00:00:00.000Z,deposit,868
365,2020-01-25T00:00:00.000Z,deposit,595
98,2020-01-15T00:00:00.000Z,deposit,622
354,2020-01-23T00:00:00.000Z,deposit,822
10,2020-01-13T00:00:00.000Z,deposit,556
61,2020-01-21T00:00:00.000Z,deposit,319
160,2020-01-17T00:00:00.000Z,deposit,843
161,2020-01-08T00:00:00.000Z,deposit,526
147,2020-01-15T00:00:00.000Z,deposit,767
301,2020-01-20T00:00:00.000Z,deposit,32
14,2020-01-25T00:00:00.000Z,deposit,205
288,2020-01-13T00:00:00.000Z,deposit,586
219,2020-01-06T00:00:00.000Z,deposit,419
308,2020-01-14T00:00:00.000Z,deposit,782
418,2020-01-07T00:00:00.000Z,deposit,688
167,2020-01-30T00:00:00.000Z,deposit,51
350,2020-01-13T00:00:00.000Z,deposit,167
225,2020-01-10T00:00:00.000Z,deposit,280
187,2020-01-26T00:00:00.000Z,deposit,599
396,2020-01-01T00:00:00.000Z,deposit,334
304,2020-01-16T00:00:00.000Z,deposit,848
343,2020-01-01T00:00:00.000Z,deposit,859
62,2020-01-16T00:00:00.000Z,deposit,218
364,2020-01-10T00:00:00.000Z,deposit,563
207,2020-01-26T00:00:00.000Z,deposit,322
223,2020-01-11T00:00:00.000Z,deposit,431
73,2020-01-06T00:00:00.000Z,deposit,442
299,2020-01-13T00:00:00.000Z,deposit,881
16,2020-01-13T00:00:00.000Z,deposit,421
212,2020-01-02T00:00:00.000Z,deposit,336
381,2020-01-28T00:00:00.000Z,deposit,66
390,2020-01-15T00:00:00.000Z,deposit,102
165,2020-01-23T00:00:00.000Z,deposit,42
442,2020-01-26T00:00:00.000Z,deposit,553
332,2020-01-27T00:00:00.000Z,deposit,594
264,2020-01-16T00:00:00.000Z,deposit,41
64,2020-01-08T00:00:00.000Z,deposit,442
428,2020-01-15T00:00:00.000Z,deposit,280
227,2020-01-07T00:00:00.000Z,deposit,468
116,2020-01-28T00:00:00.000Z,deposit,167
134,2020-01-08T00:00:00.000Z,deposit,358
192,2020-01-20T00:00:00.000Z,deposit,906
452,2020-01-01T00:00:00.000Z,deposit,441
436,2020-01-05T00:00:00.000Z,deposit,401
176,2020-01-26T00:00:00.000Z,deposit,655
408,2020-01-21T00:00:00.000Z,deposit,514
490,2020-01-23T00:00:00.000Z,deposit,271
111,2020-01-28T00:00:00.000Z,deposit,101
372,2020-01-02T00:00:00.000Z,deposit,920
307,2020-01-14T00:00:00.000Z,deposit,363
363,2020-01-06T00:00:00.000Z,deposit,622
22,2020-01-19T00:00:00.000Z,deposit,794
171,2020-01-17T00:00:00.000Z,deposit,471
19,2020-01-17T00:00:00.000Z,deposit,47
289,2020-01-28T00:00:00.000Z,deposit,838
419,2020-01-11T00:00:00.000Z,deposit,711
154,2020-01-15T00:00:00.000Z,deposit,120
156,2020-01-24T00:00:00.000Z,deposit,82
75,2020-01-22T00:00:00.000Z,deposit,234
191,2020-01-16T00:00:00.000Z,deposit,769
71,2020-01-14T00:00:00.000Z,deposit,128
263,2020-01-16T00:00:00.000Z,deposit,312
462,2020-01-26T00:00:00.000Z,deposit,614
405,2020-01-04T00:00:00.000Z,deposit,413
37,2020-01-29T00:00:00.000Z,deposit,946
342,2020-01-25T00:00:00.000Z,deposit,347
371,2020-01-21T00:00:00.000Z,deposit,528
173,2020-01-14T00:00:00.000Z,deposit,720
9,2020-01-21T00:00:00.000Z,deposit,669
302,2020-01-27T00:00:00.000Z,deposit,143
403,2020-01-13T00:00:00.000Z,deposit,232
110,2020-01-01T00:00:00.000Z,deposit,888
492,2020-01-05T00:00:00.000Z,deposit,812
477,2020-01-04T00:00:00.000Z,deposit,101
337,2020-01-12T00:00:00.000Z,deposit,581
345,2020-01-01T00:00:00.000Z,deposit,555
131,2020-01-10T00:00:00.000Z,deposit,932
58,2020-01-11T00:00:00.000Z,deposit,726
99,2020-01-08T00:00:00.000Z,deposit,160
488,2020-01-08T00:00:00.000Z,deposit,304
286,2020-01-02T00:00:00.000Z,deposit,177
240,2020-01-10T00:00:00.000Z,deposit,872
326,2020-01-12T00:00:00.000Z,deposit,478
359,2020-01-09T00:00:00.000Z,deposit,10
72,2020-01-20T00:00:00.000Z,deposit,796
3,2020-01-27T00:00:00.000Z,deposit,144
178,2020-01-23T00:00:00.000Z,deposit,76
146,2020-01-05T00:00:00.000Z,deposit,657
385,2020-01-15T00:00:00.000Z,deposit,585
193,2020-01-12T00:00:00.000Z,deposit,689
279,2020-01-13T00:00:00.000Z,deposit,98
272,2020-01-11T00:00:00.000Z,deposit,706
87,2020-01-13T00:00:00.000Z,deposit,777
244,2020-01-27T00:00:00.000Z,deposit,728
23,2020-01-21T00:00:00.000Z,deposit,334
278,2020-01-26T00:00:00.000Z,deposit,682
484,2020-01-28T00:00:00.000Z,deposit,871
368,2020-01-17T00:00:00.000Z,deposit,100
158,2020-01-18T00:00:00.000Z,deposit,642
148,2020-01-12T00:00:00.000Z,deposit,88
118,2020-01-03T00:00:00.000Z,deposit,683
221,2020-01-06T00:00:00.000Z,deposit,147
126,2020-01-21T00:00:00.000Z,deposit,120
245,2020-01-30T00:00:00.000Z,deposit,76
180,2020-01-09T00:00:00.000Z,deposit,670
258,2020-01-25T00:00:00.000Z,deposit,590
157,2020-01-06T00:00:00.000Z,deposit,721
417,2020-01-04T00:00:00.000Z,deposit,213
184,2020-01-27T00:00:00.000Z,deposit,472
282,2020-01-24T00:00:00.000Z,deposit,74
415,2020-01-07T00:00:00.000Z,deposit,152
195,2020-01-19T00:00:00.000Z,deposit,489
298,2020-01-16T00:00:00.000Z,deposit,36
411,2020-01-27T00:00:00.000Z,deposit,551
66,2020-01-16T00:00:00.000Z,deposit,917
25,2020-01-28T00:00:00.000Z,deposit,174
323,2020-01-21T00:00:00.000Z,deposit,603
270,2020-01-16T00:00:00.000Z,deposit,294
319,2020-01-06T00:00:00.000Z,deposit,83
226,2020-01-11T00:00:00.000Z,deposit,854
468,2020-01-25T00:00:00.000Z,deposit,939
439,2020-01-26T00:00:00.000Z,deposit,430
202,2020-01-06T00:00:00.000Z,deposit,446
250,2020-01-25T00:00:00.000Z,deposit,625
447,2020-01-03T00:00:00.000Z,deposit,188
271,2020-01-08T00:00:00.000Z,deposit,318
353,2020-01-01T00:00:00.000Z,deposit,57
409,2020-01-22T00:00:00.000Z,deposit,155
432,2020-01-26T00:00:00.000Z,deposit,637
40,2020-01-21T00:00:00.000Z,deposit,857
268,2020-01-11T00:00:00.000Z,deposit,744
85,2020-01-11T00:00:00.000Z,deposit,467
401,2020-01-03T00:00:00.000Z,deposit,956
470,2020-01-08T00:00:00.000Z,deposit,942
242,2020-01-20T00:00:00.000Z,deposit,256
295,2020-01-26T00:00:00.000Z,deposit,636
303,2020-01-18T00:00:00.000Z,deposit,433
478,2020-01-08T00:00:00.000Z,deposit,351
2,2020-01-03T00:00:00.000Z,deposit,549
280,2020-01-03T00:00:00.000Z,deposit,273
277,2020-01-27T00:00:00.000Z,deposit,615
434,2020-01-14T00:00:00.000Z,deposit,686
389,2020-01-04T00:00:00.000Z,deposit,632
256,2020-01-26T00:00:00.000Z,deposit,811
216,2020-01-04T00:00:00.000Z,deposit,140
159,2020-01-04T00:00:00.000Z,deposit,669
310,2020-01-20T00:00:00.000Z,deposit,331
495,2020-01-17T00:00:00.000Z,deposit,433
483,2020-01-18T00:00:00.000Z,deposit,481
318,2020-01-06T00:00:00.000Z,deposit,720
314,2020-01-26T00:00:00.000Z,deposit,448
285,2020-01-22T00:00:00.000Z,deposit,360
453,2020-01-25T00:00:00.000Z,deposit,638
424,2020-01-12T00:00:00.000Z,deposit,995
210,2020-01-19T00:00:00.000Z,deposit,708
105,2020-01-07T00:00:00.000Z,deposit,313
177,2020-01-20T00:00:00.000Z,deposit,351
313,2020-01-29T00:00:00.000Z,deposit,710
65,2020-01-26T00:00:00.000Z,deposit,690
124,2020-01-01T00:00:00.000Z,deposit,159
426,2020-01-15T00:00:00.000Z,deposit,282
413,2020-01-26T00:00:00.000Z,deposit,927
386,2020-01-26T00:00:00.000Z,deposit,854
464,2020-01-17T00:00:00.000Z,deposit,953
33,2020-01-24T00:00:00.000Z,deposit,473
113,2020-01-21T00:00:00.000Z,deposit,14
94,2020-01-01T00:00:00.000Z,deposit,902
197,2020-01-22T00:00:00.000Z,deposit,203
164,2020-01-10T00:00:00.000Z,deposit,548
300,2020-01-21T00:00:00.000Z,deposit,672
467,2020-01-19T00:00:00.000Z,deposit,738
7,2020-01-20T00:00:00.000Z,deposit,964
231,2020-01-20T00:00:00.000Z,deposit,122
497,2020-01-30T00:00:00.000Z,deposit,754
211,2020-01-19T00:00:00.000Z,deposit,485
47,2020-01-22T00:00:00.000Z,deposit,203
321,2020-01-24T00:00:00.000Z,deposit,243
83,2020-01-09T00:00:00.000Z,deposit,942
4,2020-01-07T00:00:00.000Z,deposit,458
469,2020-01-17T00:00:00.000Z,deposit,297
329,2020-01-07T00:00:00.000Z,deposit,723
76,2020-01-04T00:00:00.000Z,deposit,641
325,2020-01-27T00:00:00.000Z,deposit,60
35,2020-01-17T00:00:00.000Z,deposit,936
80,2020-01-25T00:00:00.000Z,deposit,795
290,2020-01-15T00:00:00.000Z,deposit,788
181,2020-01-13T00:00:00.000Z,deposit,865
333,2020-01-08T00:00:00.000Z,deposit,537
400,2020-01-24T00:00:00.000Z,deposit,691
149,2020-01-13T00:00:00.000Z,deposit,831
11,2020-01-19T00:00:00.000Z,deposit,60
243,2020-01-01T00:00:00.000Z,deposit,247
347,2020-01-04T00:00:00.000Z,deposit,626
86,2020-01-03T00:00:00.000Z,deposit,12
237,2020-01-16T00:00:00.000Z,deposit,106
229,2020-01-23T00:00:00.000Z,deposit,180
209,2020-01-23T00:00:00.000Z,deposit,160
404,2020-01-02T00:00:00.000Z,deposit,724
220,2020-01-21T00:00:00.000Z,deposit,307
114,2020-01-19T00:00:00.000Z,deposit,743
476,2020-01-27T00:00:00.000Z,deposit,392
273,2020-01-19T00:00:00.000Z,deposit,876
259,2020-01-04T00:00:00.000Z,deposit,744
140,2020-01-26T00:00:00.000Z,deposit,138
208,2020-01-19T00:00:00.000Z,deposit,537
355,2020-01-21T00:00:00.000Z,deposit,367
78,2020-01-28T00:00:00.000Z,deposit,986
232,2020-01-02T00:00:00.000Z,deposit,843
260,2020-01-26T00:00:00.000Z,deposit,899
246,2020-01-29T00:00:00.000Z,deposit,506
24,2020-01-26T00:00:00.000Z,deposit,615
15,2020-01-25T00:00:00.000Z,deposit,379
486,2020-01-11T00:00:00.000Z,deposit,412
340,2020-01-06T00:00:00.000Z,deposit,56
44,2020-01-19T00:00:00.000Z,deposit,71
471,2020-01-13T00:00:00.000Z,deposit,781
459,2020-01-13T00:00:00.000Z,deposit,857
274,2020-01-02T00:00:00.000Z,deposit,801
103,2020-01-07T00:00:00.000Z,deposit,646
101,2020-01-12T00:00:00.000Z,deposit,136
335,2020-01-14T00:00:00.000Z,deposit,663
461,2020-01-01T00:00:00.000Z,deposit,788
34,2020-01-30T00:00:00.000Z,deposit,976
281,2020-01-06T00:00:00.000Z,deposit,616
391,2020-01-15T00:00:00.000Z,deposit,219
45,2020-01-14T00:00:00.000Z,deposit,650
49,2020-01-04T00:00:00.000Z,deposit,432
473,2020-01-17T00:00:00.000Z,deposit,657
448,2020-01-30T00:00:00.000Z,deposit,759
106,2020-01-24T00:00:00.000Z,deposit,456
57,2020-01-06T00:00:00.000Z,deposit,907
151,2020-01-10T00:00:00.000Z,deposit,58
239,2020-01-18T00:00:00.000Z,deposit,771
253,2020-01-29T00:00:00.000Z,deposit,976
163,2020-01-14T00:00:00.000Z,deposit,523
399,2020-01-13T00:00:00.000Z,deposit,780
358,2020-01-15T00:00:00.000Z,deposit,129
31,2020-01-06T00:00:00.000Z,deposit,83
423,2020-01-18T00:00:00.000Z,deposit,164
433,2020-01-15T00:00:00.000Z,deposit,142
170,2020-01-14T00:00:00.000Z,deposit,788
414,2020-01-08T00:00:00.000Z,deposit,445
322,2020-01-05T00:00:00.000Z,deposit,965
186,2020-01-17T00:00:00.000Z,deposit,968
421,2020-01-09T00:00:00.000Z,deposit,205
90,2020-01-19T00:00:00.000Z,deposit,890
379,2020-01-12T00:00:00.000Z,deposit,451
362,2020-01-28T00:00:00.000Z,deposit,416
395,2020-01-14T00:00:00.000Z,deposit,40
482,2020-01-01T00:00:00.000Z,deposit,674
463,2020-01-21T00:00:00.000Z,deposit,881
13,2020-01-02T00:00:00.000Z,deposit,566
42,2020-01-11T00:00:00.000Z,deposit,154
204,2020-01-28T00:00:00.000Z,deposit,749
190,2020-01-26T00:00:00.000Z,deposit,14
228,2020-01-10T00:00:00.000Z,deposit,294
241,2020-01-01T00:00:00.000Z,deposit,161
28,2020-01-20T00:00:00.000Z,deposit,451
336,2020-01-16T00:00:00.000Z,deposit,543
12,2020-01-13T00:00:00.000Z,deposit,202
125,2020-01-04T00:00:00.000Z,deposit,637
360,2020-01-16T00:00:00.000Z,deposit,385
370,2020-01-13T00:00:00.000Z,deposit,363
88,2020-01-12T00:00:00.000Z,deposit,672
446,2020-01-15T00:00:00.000Z,deposit,412
18,2020-01-17T00:00:00.000Z,deposit,757
139,2020-01-10T00:00:00.000Z,deposit,653
127,2020-01-17T00:00:00.000Z,deposit,217
450,2020-01-11T00:00:00.000Z,deposit,890
196,2020-01-13T00:00:00.000Z,deposit,734
54,2020-01-09T00:00:00.000Z,deposit,138
456,2020-01-07T00:00:00.000Z,deposit,753
174,2020-01-11T00:00:00.000Z,deposit,163
51,2020-01-20T00:00:00.000Z,deposit,367
479,2020-01-23T00:00:00.000Z,deposit,320
437,2020-01-05T00:00:00.000Z,deposit,935
175,2020-01-14T00:00:00.000Z,deposit,300
200,2020-01-29T00:00:00.000Z,deposit,997
201,2020-01-02T00:00:00.000Z,deposit,646
29,2020-01-19T00:00:00.000Z,deposit,217
132,2020-01-10T00:00:00.000Z,deposit,14
213,2020-01-17T00:00:00.000Z,deposit,421
79,2020-01-29T00:00:00.000Z,deposit,521
306,2020-01-27T00:00:00.000Z,deposit,402
8,2020-01-15T00:00:00.000Z,deposit,207
294,2020-01-12T00:00:00.000Z,deposit,307
485,2020-01-03T00:00:00.000Z,deposit,524
427,2020-01-22T00:00:00.000Z,deposit,588
222,2020-01-11T00:00:00.000Z,deposit,311
377,2020-01-18T00:00:00.000Z,deposit,637
97,2020-01-04T00:00:00.000Z,deposit,681
283,2020-01-05T00:00:00.000Z,deposit,947
440,2020-01-03T00:00:00.000Z,deposit,45
449,2020-01-06T00:00:00.000Z,deposit,352
251,2020-01-09T00:00:00.000Z,deposit,961
435,2020-01-01T00:00:00.000Z,deposit,627
84,2020-01-23T00:00:00.000Z,deposit,968
498,2020-01-19T00:00:00.000Z,deposit,774
38,2020-01-21T00:00:00.000Z,deposit,367
107,2020-01-13T00:00:00.000Z,deposit,538
183,2020-01-22T00:00:00.000Z,deposit,101
397,2020-01-06T00:00:00.000Z,deposit,973
102,2020-01-26T00:00:00.000Z,deposit,917
182,2020-01-08T00:00:00.000Z,deposit,97
141,2020-01-15T00:00:00.000Z,deposit,934
494,2020-01-20T00:00:00.000Z,deposit,529
252,2020-01-26T00:00:00.000Z,deposit,982
297,2020-01-25T00:00:00.000Z,deposit,469
431,2020-01-11T00:00:00.000Z,deposit,101
324,2020-01-04T00:00:00.000Z,deposit,538
6,2020-01-11T00:00:00.000Z,deposit,831
262,2020-01-04T00:00:00.000Z,deposit,83
341,2020-01-26T00:00:00.000Z,deposit,345
121,2020-01-01T00:00:00.000Z,deposit,335
27,2020-01-01T00:00:00.000Z,deposit,809
248,2020-01-24T00:00:00.000Z,deposit,304
489,2020-01-15T00:00:00.000Z,deposit,556
445,2020-01-25T00:00:00.000Z,deposit,836
145,2020-01-02T00:00:00.000Z,deposit,365
43,2020-01-28T00:00:00.000Z,deposit,318
82,2020-01-09T00:00:00.000Z,deposit,363
315,2020-01-22T00:00:00.000Z,deposit,384
444,2020-01-10T00:00:00.000Z,deposit,669
48,2020-01-01T00:00:00.000Z,deposit,427
425,2020-01-09T00:00:00.000Z,deposit,308
422,2020-01-25T00:00:00.000Z,deposit,356
493,2020-01-15T00:00:00.000Z,deposit,845
457,2020-01-23T00:00:00.000Z,deposit,657
179,2020-01-05T00:00:00.000Z,deposit,19
41,2020-01-30T00:00:00.000Z,deposit,790
39,2020-01-22T00:00:00.000Z,deposit,996
235,2020-01-07T00:00:00.000Z,deposit,723
203,2020-01-06T00:00:00.000Z,deposit,970
119,2020-01-17T00:00:00.000Z,deposit,62
233,2020-01-03T00:00:00.000Z,deposit,187
451,2020-01-30T00:00:00.000Z,deposit,910
392,2020-01-29T00:00:00.000Z,deposit,876
491,2020-01-08T00:00:00.000Z,deposit,18
393,2020-01-17T00:00:00.000Z,deposit,118
115,2020-01-29T00:00:00.000Z,deposit,144
150,2020-01-04T00:00:00.000Z,deposit,69
275,2020-01-28T00:00:00.000Z,deposit,211
438,2020-01-01T00:00:00.000Z,deposit,261
153,2020-01-18T00:00:00.000Z,deposit,754
316,2020-01-23T00:00:00.000Z,deposit,184
349,2020-01-17T00:00:00.000Z,deposit,573
77,2020-01-08T00:00:00.000Z,deposit,120
474,2020-01-02T00:00:00.000Z,deposit,928
224,2020-01-21T00:00:00.000Z,deposit,487
214,2020-01-14T00:00:00.000Z,deposit,325
254,2020-01-05T00:00:00.000Z,deposit,856
189,2020-01-11T00:00:00.000Z,deposit,304
429,2020-03-02T00:00:00.000Z,deposit,256
429,2020-03-02T00:00:00.000Z,withdrawal,611
429,2020-02-14T00:00:00.000Z,purchase,128
429,2020-02-19T00:00:00.000Z,deposit,831
429,2020-02-25T00:00:00.000Z,purchase,312
429,2020-03-02T00:00:00.000Z,purchase,164
429,2020-04-04T00:00:00.000Z,withdrawal,855
155,2020-04-04T00:00:00.000Z,purchase,501
155,2020-01-29T00:00:00.000Z,purchase,631
155,2020-03-19T00:00:00.000Z,deposit,630
155,2020-03-28T00:00:00.000Z,deposit,494
155,2020-03-16T00:00:00.000Z,withdrawal,627
155,2020-02-20T00:00:00.000Z,purchase,751
155,2020-02-15T00:00:00.000Z,withdrawal,804
155,2020-03-29T00:00:00.000Z,deposit,890
155,2020-03-19T00:00:00.000Z,deposit,117
155,2020-03-31T00:00:00.000Z,withdrawal,100
155,2020-03-30T00:00:00.000Z,withdrawal,595
155,2020-01-24T00:00:00.000Z,purchase,717
155,2020-03-07T00:00:00.000Z,withdrawal,751
155,2020-02-29T00:00:00.000Z,purchase,899
155,2020-01-19T00:00:00.000Z,purchase,360
155,2020-03-29T00:00:00.000Z,withdrawal,494
155,2020-04-05T00:00:00.000Z,withdrawal,652
155,2020-02-04T00:00:00.000Z,purchase,295
155,2020-02-15T00:00:00.000Z,deposit,804
398,2020-01-31T00:00:00.000Z,deposit,823
398,2020-03-24T00:00:00.000Z,deposit,635
398,2020-01-10T00:00:00.000Z,purchase,951
398,2020-01-16T00:00:00.000Z,withdrawal,195
398,2020-02-16T00:00:00.000Z,withdrawal,232
398,2020-03-24T00:00:00.000Z,deposit,874
398,2020-01-14T00:00:00.000Z,withdrawal,255
398,2020-02-27T00:00:00.000Z,purchase,874
398,2020-03-21T00:00:00.000Z,purchase,201
398,2020-03-14T00:00:00.000Z,withdrawal,817
398,2020-03-10T00:00:00.000Z,withdrawal,678
398,2020-02-14T00:00:00.000Z,purchase,902
398,2020-02-13T00:00:00.000Z,purchase,546
398,2020-03-22T00:00:00.000Z,purchase,916
398,2020-01-23T00:00:00.000Z,deposit,523
398,2020-02-20T00:00:00.000Z,purchase,150
398,2020-01-27T00:00:00.000Z,purchase,570
398,2020-02-02T00:00:00.000Z,purchase,38
398,2020-03-09T00:00:00.000Z,deposit,873
255,2020-02-27T00:00:00.000Z,deposit,355
255,2020-02-16T00:00:00.000Z,purchase,479
255,2020-01-31T00:00:00.000Z,purchase,310
255,2020-03-28T00:00:00.000Z,purchase,782
255,2020-03-10T00:00:00.000Z,deposit,105
185,2020-03-27T00:00:00.000Z,withdrawal,642
185,2020-02-14T00:00:00.000Z,withdrawal,640
185,2020-02-27T00:00:00.000Z,purchase,447
185,2020-03-08T00:00:00.000Z,purchase,401
185,2020-04-08T00:00:00.000Z,withdrawal,224
185,2020-04-22T00:00:00.000Z,deposit,884
