customer_id,region_id,node_id,start_date,end_date
135,5,4,2020-01-09T00:00:00.000Z,2020-01-28T00:00:00.000Z
136,3,2,2020-01-11T00:00:00.000Z,2020-01-16T00:00:00.000Z
137,1,3,2020-01-06T00:00:00.000Z,2020-01-13T00:00:00.000Z
138,4,4,2020-01-11T00:00:00.000Z,2020-01-28T00:00:00.000Z
139,4,4,2020-01-10T00:00:00.000Z,2020-01-28T00:00:00.000Z
140,1,5,2020-01-26T00:00:00.000Z,2020-02-10T00:00:00.000Z
141,3,3,2020-01-15T00:00:00.000Z,2020-01-29T00:00:00.000Z
142,1,5,2020-01-16T00:00:00.000Z,2020-01-24T00:00:00.000Z
143,5,5,2020-01-29T00:00:00.000Z,2020-02-05T00:00:00.000Z
144,3,4,2020-01-14T00:00:00.000Z,2020-02-13T00:00:00.000Z
145,5,1,2020-01-02T00:00:00.000Z,2020-01-25T00:00:00.000Z
146,1,5,2020-01-05T00:00:00.000Z,2020-01-24T00:00:00.000Z
147,1,1,2020-01-15T00:00:00.000Z,2020-02-12T00:00:00.000Z
148,4,1,2020-01-12T00:00:00.000Z,2020-01-14T00:00:00.000Z
149,1,1,2020-01-13T00:00:00.000Z,2020-01-25T00:00:00.000Z
150,2,5,2020-01-04T00:00:00.000Z,2020-01-18T00:00:00.000Z
151,1,2,2020-01-10T00:00:00.000Z,2020-01-26T00:00:00.000Z
152,4,1,2020-01-01T00:00:00.000Z,2020-01-15T00:00:00.000Z
153,3,5,2020-01-18T00:00:00.000Z,2020-02-13T00:00:00.000Z
154,2,5,2020-01-15T00:00:00.000Z,2020-01-22T00:00:00.000Z
155,4,1,2020-01-10T00:00:00.000Z,2020-02-07T00:00:00.000Z
156,5,5,2020-01-24T00:00:00.000Z,2020-02-13T00:00:00.000Z
157,2,3,2020-01-06T00:00:00.000Z,2020-01-24T00:00:00.000Z
158,5,1,2020-01-18T00:00:00.000Z,2020-01-28T00:00:00.000Z
159,5,3,2020-01-04T00:00:00.000Z,2020-01-26T00:00:00.000Z
160,4,4,2020-01-17T00:00:00.000Z,2020-01-23T00:00:00.000Z
161,1,2,2020-01-08T00:00:00.000Z,2020-01-08T00:00:00.000Z
162,2,1,2020-01-10T00:00:00.000Z,2020-01-17T00:00:00.000Z
163,4,2,2020-01-14T00:00:00.000Z,2020-01-31T00:00:00.000Z
164,3,5,2020-01-10T00:00:00.000Z,2020-01-21T00:00:00.000Z
165,4,5,2020-01-23T00:00:00.000Z,2020-02-02T00:00:00.000Z
166,2,1,2020-01-22T00:00:00.000Z,2020-01-24T00:00:00.000Z
167,4,5,2020-01-30T00:00:00.000Z,2020-02-03T00:00:00.000Z
168,5,1,2020-01-13T00:00:00.000Z,2020-02-12T00:00:00.000Z
169,1,1,2020-01-10T00:00:00.000Z,2020-01-19T00:00:00.000Z
170,5,1,2020-01-14T00:00:00.000Z,2020-01-22T00:00:00.000Z
171,1,4,2020-01-17T00:00:00.000Z,2020-01-30T00:00:00.000Z
172,2,3,2020-01-12T00:00:00.000Z,2020-01-31T00:00:00.000Z
173,5,2,2020-01-14T00:00:00.000Z,2020-02-10T00:00:00.000Z
174,4,5,2020-01-11T00:00:00.000Z,2020-02-02T00:00:00.000Z
175,1,5,2020-01-14T00:00:00.000Z,2020-02-11T00:00:00.000Z
176,2,1,2020-01-26T00:00:00.000Z,2020-02-23T00:00:00.000Z
177,3,5,2020-01-20T00:00:00.000Z,2020-02-05T00:00:00.000Z
178,1,4,2020-01-23T00:00:00.000Z,2020-02-22T00:00:00.000Z
179,4,3,2020-01-05T00:00:00.000Z,2020-02-03T00:00:00.000Z
180,1,2,2020-01-09T00:00:00.000Z,2020-01-19T00:00:00.000Z
181,4,4,2020-01-13T00:00:00.000Z,2020-02-04T00:00:00.000Z
182,3,1,2020-01-08T00:00:00.000Z,2020-01-22T00:00:00.000Z
183,2,4,2020-01-22T00:00:00.000Z,2020-02-04T00:00:00.000Z
184,2,4,2020-01-27T00:00:00.000Z,2020-02-03T00:00:00.000Z
185,5,1,2020-01-29T00:00:00.000Z,2020-02-27T00:00:00.000Z
186,2,4,2020-01-17T00:00:00.000Z,2020-01-25T00:00:00.000Z
187,1,5,2020-01-26T00:00:00.000Z,2020-01-31T00:00:00.000Z
188,1,3,2020-01-13T00:00:00.000Z,2020-02-07T00:00:00.000Z
189,4,2,2020-01-11T00:00:00.000Z,2020-01-15T00:00:00.000Z
190,5,5,2020-01-26T00:00:00.000Z,2020-02-18T00:00:00.000Z
191,5,4,2020-01-16T00:00:00.000Z,2020-01-21T00:00:00.000Z
192,5,5,2020-01-20T00:00:00.000Z,2020-01-26T00:00:00.000Z
193,5,5,2020-01-12T00:00:00.000Z,2020-01-25T00:00:00.000Z
194,4,5,2020-01-28T00:00:00.000Z,2020-02-25T00:00:00.000Z
195,4,3,2020-01-19T00:00:00.000Z,2020-02-07T00:00:00.000Z
196,5,4,2020-01-13T00:00:00.000Z,2020-02-09T00:00:00.000Z
197,2,2,2020-01-22T00:00:00.000Z,2020-02-02T00:00:00.000Z
198,3,1,2020-01-17T00:00:00.000Z,2020-02-08T00:00:00.000Z
199,2,4,2020-01-20T00:00:00.000Z,2020-01-30T00:00:00.000Z
200,1,4,2020-01-29T00:00:00.000Z,2020-02-09T00:00:00.000Z
201,4,1,2020-01-02T00:00:00.000Z,2020-01-18T00:00:00.000Z
202,2,2,2020-01-06T00:00:00.000Z,2020-01-17T00:00:00.000Z
203,5,5,2020-01-06T00:00:00.000Z,2020-01-17T00:00:00.000Z
204,1,5,2020-01-28T00:00:00.000Z,2020-01-30T00:00:00.000Z
205,2,1,2020-01-02T00:00:00.000Z,2020-01-19T00:00:00.000Z
206,2,4,2020-01-09T00:00:00.000Z,2020-01-12T00:00:00.000Z
207,4,3,2020-01-26T00:00:00.000Z,2020-02-09T00:00:00.000Z
208,2,3,2020-01-19T00:00:00.000Z,2020-01-24T00:00:00.000Z
209,4,3,2020-01-23T00:00:00.000Z,2020-01-30T00:00:00.000Z
210,5,2,2020-01-19T00:00:00.000Z,2020-01-27T00:00:00.000Z
211,1,1,2020-01-19T00:00:00.000Z,2020-02-12T00:00:00.000Z
212,2,2,2020-01-02T00:00:00.000Z,2020-02-01T00:00:00.000Z
213,3,2,2020-01-17T00:00:00.000Z,2020-01-22T00:00:00.000Z
214,2,3,2020-01-14T00:00:00.000Z,2020-01-24T00:00:00.000Z
215,2,2,2020-01-27T00:00:00.000Z,2020-02-11T00:00:00.000Z
216,3,3,2020-01-04T00:00:00.000Z,2020-01-12T00:00:00.000Z
217,1,3,2020-01-08T00:00:00.000Z,2020-01-14T00:00:00.000Z
218,5,4,2020-01-29T00:00:00.000Z,2020-02-22T00:00:00.000Z
219,2,2,2020-01-06T00:00:00.000Z,2020-01-15T00:00:00.000Z
220,2,3,2020-01-21T00:00:00.000Z,2020-02-08T00:00:00.000Z
221,4,1,2020-01-06T00:00:00.000Z,2020-01-31T00:00:00.000Z
222,1,5,2020-01-11T00:00:00.000Z,2020-01-16T00:00:00.000Z
223,4,4,2020-01-11T00:00:00.000Z,2020-01-28T00:00:00.000Z
224,2,5,2020-01-21T00:00:00.000Z,2020-02-03T00:00:00.000Z
225,3,2,2020-01-10T00:00:00.000Z,2020-02-01T00:00:00.000Z
226,2,5,2020-01-11T00:00:00.000Z,2020-01-26T00:00:00.000Z
227,1,2,2020-01-07T00:00:00.000Z,2020-01-11T00:00:00.000Z
228,4,3,2020-01-10T00:00:00.000Z,2020-02-08T00:00:00.000Z
229,5,3,2020-01-23T00:00:00.000Z,2020-01-24T00:00:00.000Z
230,3,3,2020-01-21T00:00:00.000Z,2020-02-10T00:00:00.000Z
231,3,5,2020-01-20T00:00:00.000Z,2020-02-03T00:00:00.000Z
232,4,3,2020-01-02T00:00:00.000Z,2020-01-17T00:00:00.000Z
233,2,1,2020-01-03T00:00:00.000Z,2020-01-28T00:00:00.000Z
234,2,1,2020-01-03T00:00:00.000Z,2020-01-24T00:00:00.000Z
235,1,3,2020-01-07T00:00:00.000Z,2020-01-08T00:00:00.000Z
236,4,5,2020-01-27T00:00:00.000Z,2020-02-18T00:00:00.000Z
237,1,3,2020-01-16T00:00:00.000Z,2020-01-23T00:00:00.000Z
238,4,4,2020-01-18T00:00:00.000Z,2020-02-06T00:00:00.000Z
239,4,5,2020-01-18T00:00:00.000Z,2020-01-22T00:00:00.000Z
240,2,3,2020-01-10T00:00:00.000Z,2020-02-03T00:00:00.000Z
241,4,3,2020-01-01T00:00:00.000Z,2020-01-24T00:00:00.000Z
242,3,1,2020-01-20T00:00:00.000Z,2020-02-16T00:00:00.000Z
243,1,4,2020-01-01T00:00:00.000Z,2020-01-03T00:00:00.000Z
244,1,4,2020-01-27T00:00:00.000Z,2020-02-22T00:00:00.000Z
245,3,4,2020-01-30T00:00:00.000Z,2020-02-13T00:00:00.000Z
246,1,3,2020-01-29T00:00:00.000Z,2020-02-13T00:00:00.000Z
247,3,5,2020-01-01T00:00:00.000Z,2020-01-11T00:00:00.000Z
248,4,3,2020-01-24T00:00:00.000Z,2020-02-17T00:00:00.000Z
249,5,3,2020-01-14T00:00:00.000Z,2020-02-09T00:00:00.000Z
250,3,4,2020-01-25T00:00:00.000Z,2020-01-31T00:00:00.000Z
251,2,4,2020-01-09T00:00:00.000Z,2020-01-10T00:00:00.000Z
252,4,3,2020-01-26T00:00:00.000Z,2020-02-06T00:00:00.000Z
253,4,4,2020-01-29T00:00:00.000Z,2020-02-23T00:00:00.000Z
254,1,5,2020-01-05T00:00:00.000Z,2020-01-14T00:00:00.000Z
255,4,1,2020-01-14T00:00:00.000Z,2020-01-29T00:00:00.000Z
256,3,5,2020-01-26T00:00:00.000Z,2020-02-10T00:00:00.000Z
257,5,1,2020-01-20T00:00:00.000Z,2020-02-10T00:00:00.000Z
258,1,1,2020-01-25T00:00:00.000Z,2020-01-31T00:00:00.000Z
259,2,4,2020-01-04T00:00:00.000Z,2020-01-05T00:00:00.000Z
260,4,2,2020-01-26T00:00:00.000Z,2020-02-17T00:00:00.000Z
261,2,4,2020-01-25T00:00:00.000Z,2020-02-07T00:00:00.000Z
262,3,3,2020-01-04T00:00:00.000Z,2020-01-13T00:00:00.000Z
263,2,3,2020-01-16T00:00:00.000Z,2020-01-16T00:00:00.000Z
264,4,1,2020-01-16T00:00:00.000Z,2020-01-31T00:00:00.000Z
265,1,2,2020-01-08T00:00:00.000Z,2020-01-28T00:00:00.000Z
266,3,3,2020-01-17T00:00:00.000Z,2020-02-04T00:00:00.000Z
267,3,4,2020-01-19T00:00:00.000Z,2020-01-24T00:00:00.000Z
268,4,4,2020-01-11T00:00:00.000Z,2020-01-12T00:00:00.000Z
269,5,3,2020-01-14T00:00:00.000Z,2020-01-30T00:00:00.000Z
270,4,1,2020-01-16T00:00:00.000Z,2020-01-24T00:00:00.000Z
271,3,4,2020-01-08T00:00:00.000Z,2020-01-16T00:00:00.000Z
272,2,2,2020-01-11T00:00:00.000Z,2020-01-16T00:00:00.000Z
273,2,5,2020-01-19T00:00:00.000Z,2020-02-05T00:00:00.000Z
274,1,1,2020-01-02T00:00:00.000Z,2020-01-14T00:00:00.000Z
275,2,4,2020-01-28T00:00:00.000Z,2020-01-28T00:00:00.000Z
276,1,4,2020-01-07T00:00:00.000Z,2020-01-10T00:00:00.000Z
277,1,4,2020-01-27T00:00:00.000Z,2020-02-23T00:00:00.000Z
278,1,3,2020-01-26T00:00:00.000Z,2020-02-03T00:00:00.000Z
279,4,1,2020-01-13T00:00:00.000Z,2020-01-30T00:00:00.000Z
280,2,2,2020-01-03T00:00:00.000Z,2020-01-24T00:00:00.000Z
281,2,5,2020-01-06T00:00:00.000Z,2020-01-07T00:00:00.000Z
282,1,5,2020-01-24T00:00:00.000Z,2020-02-21T00:00:00.000Z
283,1,2,2020-01-05T00:00:00.000Z,2020-01-31T00:00:00.000Z
284,1,1,2020-01-30T00:00:00.000Z,2020-02-29T00:00:00.000Z
285,3,4,2020-01-22T00:00:00.000Z,2020-02-04T00:00:00.000Z
286,4,3,2020-01-02T00:00:00.000Z,2020-01-03T00:00:00.000Z
287,1,2,2020-01-22T00:00:00.000Z,2020-02-05T00:00:00.000Z
288,4,2,2020-01-13T00:00:00.000Z,2020-01-27T00:00:00.000Z
289,3,3,2020-01-28T00:00:00.000Z,2020-02-27T00:00:00.000Z
290,4,2,2020-01-15T00:00:00.000Z,2020-01-17T00:00:00.000Z
291,5,5,2020-01-20T00:00:00.000Z,2020-02-01T00:00:00.000Z
292,1,3,2020-01-10T00:00:00.000Z,2020-02-02T00:00:00.000Z
293,5,5,2020-01-15T00:00:00.000Z,2020-01-22T00:00:00.000Z
294,2,3,2020-01-12T00:00:00.000Z,2020-02-02T00:00:00.000Z
295,2,5,2020-01-26T00:00:00.000Z,2020-01-27T00:00:00.000Z
296,5,3,2020-01-13T00:00:00.000Z,2020-01-17T00:00:00.000Z
297,1,4,2020-01-25T00:00:00.000Z,2020-02-02T00:00:00.000Z
298,4,1,2020-01-16T00:00:00.000Z,2020-02-07T00:00:00.000Z
299,3,5,2020-01-13T00:00:00.000Z,2020-02-08T00:00:00.000Z
300,2,5,2020-01-21T00:00:00.000Z,2020-02-11T00:00:00.000Z
301,3,4,2020-01-20T00:00:00.000Z,2020-02-02T00:00:00.000Z
302,1,5,2020-01-27T00:00:00.000Z,2020-02-12T00:00:00.000Z
303,1,4,2020-01-18T00:00:00.000Z,2020-02-09T00:00:00.000Z
304,5,2,2020-01-16T00:00:00.000Z,2020-02-10T00:00:00.000Z
305,1,4,2020-01-09T00:00:00.000Z,2020-02-08T00:00:00.000Z
306,4,1,2020-01-27T00:00:00.000Z,2020-02-10T00:00:00.000Z
307,5,3,2020-01-14T00:00:00.000Z,2020-01-27T00:00:00.000Z
308,3,5,2020-01-14T00:00:00.000Z,2020-01-17T00:00:00.000Z
309,5,2,2020-01-13T00:00:00.000Z,2020-02-06T00:00:00.000Z
310,5,3,2020-01-20T00:00:00.000Z,2020-02-13T00:00:00.000Z
311,3,1,2020-01-17T00:00:00.000Z,2020-01-21T00:00:00.000Z
312,5,3,2020-01-20T00:00:00.000Z,2020-02-07T00:00:00.000Z
313,3,1,2020-01-29T00:00:00.000Z,2020-02-24T00:00:00.000Z
314,1,5,2020-01-26T00:00:00.000Z,2020-01-30T00:00:00.000Z
315,3,2,2020-01-22T00:00:00.000Z,2020-02-05T00:00:00.000Z
316,4,1,2020-01-23T00:00:00.000Z,2020-02-07T00:00:00.000Z
317,2,1,2020-01-11T00:00:00.000Z,2020-01-22T00:00:00.000Z
318,4,4,2020-01-06T00:00:00.000Z,2020-01-16T00:00:00.000Z
319,1,5,2020-01-06T00:00:00.000Z,2020-01-07T00:00:00.000Z
320,3,1,2020-01-10T00:00:00.000Z,2020-01-23T00:00:00.000Z
321,3,3,2020-01-24T00:00:00.000Z,2020-02-04T00:00:00.000Z
322,5,5,2020-01-05T00:00:00.000Z,2020-01-24T00:00:00.000Z
323,1,3,2020-01-21T00:00:00.000Z,2020-02-17T00:00:00.000Z
324,1,5,2020-01-04T00:00:00.000Z,2020-02-02T00:00:00.000Z
325,2,2,2020-01-27T00:00:00.000Z,2020-02-04T00:00:00.000Z
326,4,3,2020-01-12T00:00:00.000Z,2020-02-06T00:00:00.000Z
327,5,4,2020-01-14T00:00:00.000Z,2020-02-03T00:00:00.000Z
328,3,1,2020-01-22T00:00:00.000Z,2020-02-12T00:00:00.000Z
329,5,5,2020-01-07T00:00:00.000Z,2020-01-16T00:00:00.000Z
330,5,5,2020-01-26T00:00:00.000Z,2020-01-27T00:00:00.000Z
331,5,2,2020-01-17T00:00:00.000Z,2020-01-20T00:00:00.000Z
332,5,5,2020-01-27T00:00:00.000Z,2020-02-15T00:00:00.000Z
333,5,5,2020-01-08T00:00:00.000Z,2020-01-29T00:00:00.000Z
334,2,5,2020-01-15T00:00:00.000Z,2020-01-29T00:00:00.000Z
335,2,1,2020-01-14T00:00:00.000Z,2020-01-22T00:00:00.000Z
336,2,1,2020-01-16T00:00:00.000Z,2020-01-30T00:00:00.000Z
337,3,4,2020-01-12T00:00:00.000Z,2020-02-06T00:00:00.000Z
338,3,5,2020-01-17T00:00:00.000Z,2020-02-09T00:00:00.000Z
339,2,5,2020-01-10T00:00:00.000Z,2020-01-23T00:00:00.000Z
340,4,3,2020-01-06T00:00:00.000Z,2020-01-25T00:00:00.000Z
341,5,4,2020-01-26T00:00:00.000Z,2020-02-15T00:00:00.000Z
342,1,3,2020-01-25T00:00:00.000Z,2020-01-26T00:00:00.000Z
343,2,5,2020-01-01T00:00:00.000Z,2020-01-22T00:00:00.000Z
344,1,5,2020-01-07T00:00:00.000Z,2020-01-26T00:00:00.000Z
345,4,4,2020-01-01T00:00:00.000Z,2020-01-02T00:00:00.000Z
346,4,2,2020-01-21T00:00:00.000Z,2020-02-12T00:00:00.000Z
347,1,2,2020-01-04T00:00:00.000Z,2020-02-02T00:00:00.000Z
348,3,3,2020-01-22T00:00:00.000Z,2020-01-29T00:00:00.000Z
